frontal_axis_reading(g),vertical_axis_reading(g),lateral_axis_reading(g),activity
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.2134,1.0197,-0.013684,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.92784,0.11175,1
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.43619,0.91636,0.12315,4
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.62379,1.0771,0.20297,2
0.7645,0.80152,0.054735,2
0.7645,0.80152,0.054735,2
0.7645,0.80152,0.054735,2
0.7645,0.80152,0.054735,2
0.7645,0.80152,0.054735,2
0.7645,0.80152,0.054735,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.69414,0.82449,0.043332,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.67069,0.82449,0.077541,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.64724,0.83597,0.054735,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.56517,0.88191,0.0091224,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.7176,0.81301,0.077541,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.87003,0.74411,0.13456,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.67069,0.82449,0.054735,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.83485,0.77856,0.13456,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.69414,0.82449,0.066138,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.68242,0.80152,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.69414,0.83597,0.077541,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.68242,0.80152,0.088944,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.87003,0.76708,0.14596,2
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.34238,1.0886,0.12315,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.1196,0.99674,0.054735,4
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.28376,1.0771,0.27139,1
0.65897,0.74411,-0.093505,1
0.65897,0.74411,-0.093505,1
0.65897,0.74411,-0.093505,1
0.65897,0.74411,-0.093505,1
0.65897,0.74411,-0.093505,1
0.65897,0.74411,-0.093505,1
0.68242,0.92784,0.11175,1
0.68242,0.92784,0.11175,1
0.68242,0.92784,0.11175,1
0.68242,0.92784,0.11175,1
0.68242,0.92784,0.11175,1
0.68242,0.92784,0.11175,1
0.7176,0.76708,0.18017,1
0.7176,0.76708,0.18017,1
0.7176,0.76708,0.18017,1
0.7176,0.76708,0.18017,1
0.7176,0.76708,0.18017,1
0.7176,0.76708,0.18017,1
1.0459,0.066602,-0.093505,3
1.0459,0.066602,-0.093505,3
1.0459,0.066602,-0.093505,3
1.0459,0.066602,-0.093505,3
1.0459,0.066602,-0.093505,3
1.0459,0.066602,-0.093505,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
0.96383,0.11254,-0.20754,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2921,-0.11713,-0.070699,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.2452,-0.094162,-0.03649,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.1632,-0.071196,-0.082102,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.128,-0.071196,-0.10491,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.3859,-0.15158,-0.0022806,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.0576,-0.01378,-0.13912,3
1.2335,-0.11713,-0.070699,3
1.2335,-0.11713,-0.070699,3
1.2335,-0.11713,-0.070699,3
1.2335,-0.11713,-0.070699,3
1.2335,-0.11713,-0.070699,3
1.2335,-0.11713,-0.070699,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1163,-0.082679,-0.17333,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.1632,-0.082679,-0.093505,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.2101,-0.094162,-0.070699,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1397,-0.059712,-0.10491,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1866,-0.071196,-0.093505,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1045,-0.036746,-0.11631,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.1514,-0.059712,-0.10491,3
1.0107,0.02067,-0.16192,3
1.0107,0.02067,-0.16192,3
1.0107,0.02067,-0.16192,3
1.0107,0.02067,-0.16192,3
1.0107,0.02067,-0.16192,3
1.0107,0.02067,-0.16192,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.128,-0.059712,-0.12771,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.1397,-0.059712,-0.11631,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.128,-0.048229,-0.10491,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1163,-0.036746,-0.12771,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.1514,-0.048229,-0.10491,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
1.0576,-0.0022966,-0.15052,3
